,Symbol,Description,Category2,Category3,GICSSector,MarketCap,DividendYield,Country,Action,InstrumentId
499,LBRDA,Liberty Broadband Corp Series A,Common stocks,Large cap,Communication Services,"$12,565,525,990",0.00%,USA,Analyze,c465c17b-7d2a-4e06-b2ac-c9c0d37d5442
500,LBRDK,Liberty Broadband Corp Series C,Common stocks,Large cap,Communication Services,"$12,565,525,990",0.00%,USA,Analyze,b458a002-62d8-4f4a-bc6f-098b99d36c28
501,CSL,Carlisle Companies Inc,Common stocks,Large cap,Industrials,"$12,548,361,748",0.97%,USA,Analyze,f7b45921-7cfa-4b3f-a618-42ffca47d05d
502,SNA,Snap On Inc,Common stocks,Large cap,Industrials,"$12,546,089,443",2.39%,USA,Analyze,af057e9a-6c47-40b4-b7a2-097fa22ca3c0
503,RE,Everest Re Group Ltd,Common stocks,Large cap,Financials,"$12,540,252,236",1.98%,USA,Analyze,1fdb3237-af75-42a6-85e6-998dd3fbe411
504,ERIE,Erie Indemnity Class A,Common stocks,Large cap,Financials,"$12,534,327,383",1.63%,USA,Analyze,8925d739-5a37-442b-bbdd-c8c8c642a432
505,IP,International Paper,Common stocks,Large cap,Materials,"$12,498,244,116",5.19%,USA,Analyze,f85ad3b9-abf7-4b0e-86ac-079d450cb840
506,ZI,ZoomInfo Technologies Inc. - Class A,Common stocks,Large cap,Communication Services,"$12,482,433,600",0.00%,USA,Analyze,a8af0330-cd9c-44c6-9ba5-077521dd4829
507,DINO,HF Sinclair Corporation,Common stocks,Large cap,Energy,"$12,413,176,346",1.29%,USA,Analyze,9f93477d-e0ef-4294-a336-e12ae781e77c
508,CPT,Camden Property Trust,REITs,Large cap,Real Estate,"$12,378,557,667",3.11%,USA,Analyze,c82f74a3-662e-4352-a9b7-854810277e63
509,ELS,"Equity LifeStyle Properties, Inc",REITs,Large cap,Real Estate,"$12,253,548,569",2.40%,USA,Analyze,e31af99c-bb62-493e-aea1-5c1c03c82643
510,LW,Lamb Weston Holdings Inc,Common stocks,Large cap,Consumer Staples,"$12,172,434,795",1.15%,USA,Analyze,13bd86f2-5366-4ae8-8b62-85951e11edb3
511,WTRG,"Essential Utilities, Inc.",Common stocks,Large cap,Utilities,"$12,167,345,111",2.37%,USA,Analyze,c3d3e133-6bd2-4588-8b9e-21dd07276861
512,CRL,Charles River Laboratories International,Common stocks,Large cap,Health Care,"$12,093,856,531",0.00%,USA,Analyze,ec70a913-5ca9-4415-bb0b-ab4131b187e9
513,IPG,Interpublic Group Of Companies Inc,Common stocks,Large cap,Communication Services,"$12,071,462,988",3.62%,USA,Analyze,69d6972d-59ad-43f2-971d-5b84d8108185
514,SWK,Stanley Black & Decker Inc,Common stocks,Large cap,Industrials,"$12,049,858,470",3.85%,USA,Analyze,99b4e8e7-270f-42a3-a419-4d75da96f955
515,UTHR,United Therapeutics Corp,Common stocks,Large cap,Health Care,"$12,004,058,145",0.00%,USA,Analyze,0b264d9f-e743-49d6-a30a-f988a3879902
516,TRU,TransUnion,Common stocks,Large cap,Industrials,"$11,991,721,000",0.63%,USA,Analyze,d05d0abb-bddd-4312-8333-57191e9c486f
517,WDC,Western Digital Corp,Common stocks,Large cap,Information Technology,"$11,991,298,636",0.00%,USA,Analyze,81aace36-131a-4fed-98a5-cfe9fc29814e
518,PCTY,Paylocity Holding Corp,Common stocks,Large cap,Information Technology,"$11,936,481,802",0.00%,USA,Analyze,6b50d91b-a7bc-4a86-8612-1304e9e59eb1
519,DAR,Darling Ingredients Inc,Common stocks,Large cap,Consumer Staples,"$11,933,809,784",0.00%,USA,Analyze,d8c72f11-2259-4139-a11f-73bd06efe2f8
520,GGG,Graco Inc,Common stocks,Large cap,Industrials,"$11,847,589,755",1.19%,USA,Analyze,94edc791-846a-4648-a7df-bc98d0b439a3
521,NBIX,Neurocrine Biosciences Inc,Common stocks,Large cap,Health Care,"$11,845,679,289",0.00%,USA,Analyze,cbff674f-8340-4c81-b5ad-852eb4c883ca
522,BXP,"Boston Properties, Inc",REITs,Large cap,Real Estate,"$11,831,845,662",5.11%,USA,Analyze,4ad4f8c0-bc8e-4937-940e-e5cc5d3b21ed
523,TTC,Toro,Common stocks,Large cap,Industrials,"$11,737,385,257",1.06%,USA,Analyze,56982773-201c-4bc7-a3c4-04e16aa90e48
524,VFC,VF Corp,Common stocks,Large cap,Consumer Discretionary,"$11,629,782,924",6.57%,USA,Analyze,f8f8c391-fb51-4b44-9cca-0d1e6415a083
525,PKG,Packaging Corp Of America,Common stocks,Large cap,Materials,"$11,574,212,758",3.55%,USA,Analyze,91c1141f-26f4-42dc-9a6d-427dae58e9d4
526,EQH,AXA Equitable Holdings Inc,Common stocks,Large cap,Financials,"$11,571,224,879",2.41%,USA,Analyze,473a75d4-ad09-4fa5-b600-0a70432ae860
527,RYAN,"Ryan Specialty Group Holdings, Inc.",Common stocks,Large cap,Financials,"$11,521,287,448",0.00%,USA,Analyze,4402287f-efd5-49b8-8b2d-57f5a214789f
528,CNA,CNA Financial Corp,Common stocks,Large cap,Financials,"$11,496,714,962",3.67%,USA,Analyze,e2bf7eb7-feb3-4c14-bd48-3e2ebc6d5fa8
529,AMH,American Homes 4 Rent Class A,REITs,Large cap,Real Estate,"$11,466,307,450",1.96%,USA,Analyze,e22f2ac9-cb45-4649-997d-958fc344cd6c
530,FCNCA,First Citizens Bancshares Inc Class A,Common stocks,Large cap,Financials,"$11,439,738,442",0.17%,USA,Analyze,4b2d283a-d201-4a18-aa35-fb443e1e1bea
531,REG,Regency Centers Corporation,REITs,Large cap,Real Estate,"$11,338,591,427",3.71%,USA,Analyze,389b1aac-9faf-4d13-85e7-479fa56c94c4
532,MAS,Masco Corp,Common stocks,Large cap,Industrials,"$11,317,051,392",2.21%,USA,Analyze,8270d822-3439-4dae-96fc-e88b175dec3e
533,CE,Celanese Corporation,Common stocks,Large cap,Materials,"$11,307,963,525",2.60%,USA,Analyze,ffb2c19a-23d4-456f-bdf3-d2afced5c49a
534,AR,Antero Resources Corp,Common stocks,Large cap,Energy,"$11,294,134,463",0.00%,USA,Analyze,02932df7-16d9-48e2-90a7-241298307cb2
535,FNF,Fidelity National Financial Inc,Common stocks,Large cap,Financials,"$11,282,030,827",4.24%,USA,Analyze,7ef6d916-2a23-4118-81cc-5b565d5c9a89
536,KMX,Carmax Inc,Common stocks,Large cap,Consumer Discretionary,"$11,163,794,439",0.00%,USA,Analyze,6056e494-70f6-40ce-9b12-af4cf379f344
537,ENTG,Entegris Inc,Common stocks,Large cap,Information Technology,"$11,135,864,116",0.53%,USA,Analyze,b59a191c-8db4-4482-b0ba-77532fa395fc
538,GDDY,GoDaddy Inc. Class A,Common stocks,Large cap,Information Technology,"$11,127,521,234",0.00%,USA,Analyze,6df7b23b-14d1-42b3-9fe9-1528ce838ad0
539,GL,Globe Life Inc.,Common stocks,Large cap,Financials,"$11,074,215,572",0.72%,USA,Analyze,b1b38123-e70e-476f-952e-e12dfd08ab45
540,MDB,"MongoDB, Inc. Class A",Common stocks,Large cap,Information Technology,"$11,061,840,524",0.00%,USA,Analyze,11df6cea-5aa8-4f70-b13c-1b0321f93f7e
541,CHRW,"C.H. Robinson Worldwide, Inc.",Common stocks,Large cap,Industrials,"$11,056,450,329",2.32%,USA,Analyze,994aa4e7-fb32-4fa4-bcc0-d9c5caa38115
542,AAP,Advance Auto Parts Inc,Common stocks,Large cap,Consumer Discretionary,"$11,033,500,404",2.96%,USA,Analyze,d8dee209-af61-4629-8643-63aefd003a1d
543,ACI,"Albertsons Companies, Inc. Class A",Common stocks,Large cap,Consumer Staples,"$10,979,560,722",1.89%,USA,Analyze,562dec38-d0d6-4f93-9bd5-dc4bf087d4c7
544,WOLF,"Wolfspeed, Inc.",Common stocks,Large cap,Information Technology,"$10,975,485,067",0.00%,USA,Analyze,808a9b27-f256-4809-b50a-1bb1f9f2245f
545,SCI,Service Corporation International,Common stocks,Large cap,Consumer Discretionary,"$10,967,871,061",1.37%,USA,Analyze,676b220e-3b4c-4d75-8fe1-43bc1f7552b6
546,ACM,AECOM,Common stocks,Large cap,Industrials,"$10,961,105,345",0.76%,USA,Analyze,addac76e-f6c4-47e8-a67e-6e9291880e84
547,WSO,Watsco Inc,Common stocks,Large cap,Industrials,"$10,923,558,752",3.00%,USA,Analyze,e6169404-4b0d-460e-a923-1d0ff5f3725c
548,DOX,Amdocs Ltd,Common stocks,Large cap,Information Technology,"$10,901,811,633",1.84%,Guernsey,Analyze,ba3274e4-2364-4490-a5b8-7c1f30a77110
549,CCL,Carnival Corp,Common stocks,Large cap,Consumer Discretionary,"$10,882,272,553",0.00%,USA,Analyze,3324b13c-dc23-40e8-8807-76d87fdb09ed
550,PARAA,Paramount Global - Class A,Common stocks,Large cap,Communication Services,"$10,872,828,283",4.91%,USA,Analyze,f4f8d96a-a3e4-4f70-b321-03be4632872d
551,PARA,Paramount Global - Class B,Common stocks,Large cap,Communication Services,"$10,872,828,283",5.75%,USA,Analyze,1871561f-1093-4cf5-8e4b-72153091d91d
552,CZR,Caesars Entertainment Corp,Common stocks,Large cap,Consumer Discretionary,"$10,861,336,235",0.00%,USA,Analyze,2e41d7dc-2914-491f-a154-dfc78d367751
553,DELL,Dell Technologies Inc. Class C,Common stocks,Large cap,Information Technology,"$10,810,871,601",2.35%,USA,Analyze,d9738524-2a2d-4987-9bf3-21b4c62ee092
554,BJ,BJs Wholesale Club Holdings Inc,Common stocks,Large cap,Consumer Staples,"$10,806,867,170",0.00%,USA,Analyze,d7d1cda6-489c-4158-a86d-00d8624ca475
555,CG,Carlyle Group,Common stocks,Large cap,Financials,"$10,682,724,213",3.04%,USA,Analyze,52c66083-ef63-4197-90a1-b12b95f47fcb
556,BSY,"Bentley Systems, Inc Class B",Common stocks,Large cap,Information Technology,"$10,678,595,082",0.31%,USA,Analyze,a29d9bb7-193d-4000-b91b-8b3aa4b81ee5
557,REXR,"Rexford Industrial Realty, Inc",REITs,Large cap,Real Estate,"$10,648,088,112",2.03%,USA,Analyze,d2aeab55-3ddd-4bc6-ad90-2d64297d811a
558,QGEN,Qiagen Nv,Common stocks,Large cap,Health Care,"$10,604,332,964",0.00%,The Netherlands,Analyze,75b0b01b-37cf-4f82-a043-2fcf3dd6b87f
559,NI,Nisource Inc,Common stocks,Large cap,Utilities,"$10,596,044,983",3.56%,USA,Analyze,2a0f8fe7-a5f5-4967-8d6d-cfe5bad9b486
560,DT,"Dynatrace, Inc.",Common stocks,Large cap,Information Technology,"$10,578,597,493",0.00%,USA,Analyze,254e8b4b-1d84-46ad-8c87-3ac9f7a8a380
561,RGEN,Repligen Corp,Common stocks,Large cap,Health Care,"$10,503,002,881",0.00%,USA,Analyze,edd8e065-c3df-4d07-9733-51dbd2364fc6
562,HSIC,Henry Schein Inc,Common stocks,Large cap,Health Care,"$10,480,538,499",0.00%,USA,Analyze,8ae6f221-9ec8-4e15-aedd-859f20088c8d
563,MKTX,Marketaxess Holdings Inc,Common stocks,Large cap,Financials,"$10,443,089,278",1.00%,USA,Analyze,74bd318c-2621-4d01-bd3f-3cb1191d55bd
564,EWBC,East West Bancorp Inc,Common stocks,Large cap,Financials,"$10,418,770,380",2.15%,USA,Analyze,3565db34-44d4-483b-8924-38c7e9f7bd95
565,NFE,New Fortress Energy LLC - Class A,Common stocks,Large cap,Energy,"$10,392,574,981",0.80%,USA,Analyze,1fd1e455-e162-49ce-b774-e973a890ea41
566,NRG,NRG Energy Inc,Common stocks,Large cap,Utilities,"$10,388,023,803",3.07%,USA,Analyze,fe0a83ed-97b6-48b1-86af-9f10d99e8758
567,MORN,Morningstar Inc,Common stocks,Large cap,Financials,"$10,346,258,325",0.59%,USA,Analyze,8867f499-5893-4265-b8e5-02bb7b88409e
568,TFX,Teleflex Inc,Common stocks,Large cap,Health Care,"$10,234,984,117",0.62%,USA,Analyze,2b6ef8d2-01cc-4534-899e-e54c029baa0a
569,EMN,Eastman Chemical,Common stocks,Large cap,Materials,"$10,214,779,687",3.53%,USA,Analyze,a94a9df2-aed6-476a-b378-c7623c77914c
570,BRKR,Bruker Corp,Common stocks,Large cap,Health Care,"$10,211,953,527",0.27%,USA,Analyze,c5d56754-11d1-40bb-89ed-b1a7a292ed05
571,NWS,News Corp Class B,Common stocks,Large cap,Communication Services,"$10,068,337,999",1.14%,USA,Analyze,384bac7c-5413-4af9-8bc0-c152945ce69a
572,NWSA,News Corp Class A,Common stocks,Large cap,Communication Services,"$10,068,337,999",1.15%,USA,Analyze,f77a6fa5-ad8d-4a09-ba50-b5a21458a464
573,ALLE,Allegion PLC,Common stocks,Large cap,Industrials,"$10,012,552,812",1.39%,USA,Analyze,27bd8213-e141-4566-bfe9-f9d383867fd6
574,WSC,Willscot Corp,Common stocks,Mid cap,Industrials,"$9,978,666,271",0.00%,USA,Analyze,dd0c6818-a526-44b4-878c-7de380d9f98e
575,PHM,Pultegroup Inc,Common stocks,Mid cap,Consumer Discretionary,"$9,973,947,517",1.36%,USA,Analyze,592f1f3d-9e60-48f9-b62c-39d101e37f51
576,CFR,Cullen Frost Bankers Inc,Common stocks,Mid cap,Financials,"$9,973,374,459",1.99%,USA,Analyze,9f41a086-2728-4891-83f2-a81cc3a38a2a
577,PLUG,Plug Power Inc,Common stocks,Mid cap,Industrials,"$9,915,204,201",0.00%,USA,Analyze,ef99a2c4-adb2-4163-a2df-2d5722cc75b7
578,JNPR,Juniper Networks Inc,Common stocks,Mid cap,Information Technology,"$9,902,189,007",2.70%,USA,Analyze,812484f0-1e0d-42bb-a2c3-0ed07b59c2cc
579,NLY,Annaly Capital Management Inc,Mortgage REITs,Mid cap,Financials,"$9,857,926,928",15.74%,USA,Analyze,cdcb0c92-8823-4ca6-a580-b14be077556d
580,ARMK,Aramark,Common stocks,Mid cap,Consumer Discretionary,"$9,821,583,132",1.15%,USA,Analyze,ae62937d-eeb5-4f44-aaa5-1cb29d8bb02b
581,VST,Vistra Energy Corp,Common stocks,Mid cap,Utilities,"$9,785,676,885",2.75%,USA,Analyze,2a536f87-a47f-4590-b507-f5bca03215ac
582,CMA,Comerica Inc,Common stocks,Mid cap,Financials,"$9,758,574,264",3.60%,USA,Analyze,03d9699d-8b7a-48d8-8f28-6ce4eb447d11
583,HII,Huntington Ingalls Industries Inc,Common stocks,Mid cap,Industrials,"$9,743,246,385",1.92%,USA,Analyze,2298a1c6-68e2-468c-a97a-240f6d34ec5e
584,AAL,American Airlines Group Inc,Common stocks,Mid cap,Industrials,"$9,703,020,243",0.00%,USA,Analyze,45ccb9d7-b9f0-40aa-833f-8381a4e5c3e5
585,WBS,Webster Financial Corp,Common stocks,Mid cap,Financials,"$9,640,122,034",2.85%,USA,Analyze,1b82597e-a094-4199-b650-a9793a277f29
586,QRVO,"Qorvo, Inc.",Common stocks,Mid cap,Information Technology,"$9,599,555,304",0.00%,USA,Analyze,3e4bed11-3fc2-48bd-9725-6f555fb00798
587,BWA,BorgWarner Inc,Common stocks,Mid cap,Consumer Discretionary,"$9,593,286,512",1.65%,USA,Analyze,ce4f096b-e54b-4a8c-8901-7270abfd9b03
588,CDAY,Ceridian HCM Holding Inc.,Common stocks,Mid cap,Information Technology,"$9,592,715,782",0.00%,USA,Analyze,2157b122-1acd-41c6-88a8-715622520c2c
589,BURL,Burlington Stores Inc,Common stocks,Mid cap,Consumer Discretionary,"$9,581,582,546",0.00%,USA,Analyze,67214dc8-c1e1-4cd7-8528-a6052d3256c5
590,BLDR,Builders Firstsource Inc,Common stocks,Mid cap,Industrials,"$9,578,194,816",0.00%,USA,Analyze,2d133d5c-9689-4328-a298-2f246798ba35
591,CAR,Avis Budget Group Inc,Common stocks,Mid cap,Industrials,"$9,540,177,409",0.00%,USA,Analyze,76785ab5-6cfa-40e3-817b-99c074f3db5a
592,ZEN,Zendesk Inc,Common stocks,Mid cap,Information Technology,"$9,529,055,904",0.00%,USA,Analyze,64f09220-e3de-4c4a-bd1d-1d2303935b0c
593,AGCO,AGCO Corp,Common stocks,Mid cap,Industrials,"$9,504,540,991",0.67%,USA,Analyze,8c3c2426-2ecd-4d65-8882-00675594e31e
594,WRK,Westrock,Common stocks,Mid cap,Materials,"$9,416,780,218",2.75%,USA,Analyze,07ac4717-2b80-4a82-b921-08e28ef76114
595,CUBE,CubeSmart,REITs,Mid cap,Real Estate,"$9,391,713,369",4.05%,USA,Analyze,6649174f-3fa0-452f-8e44-89be5db90413
596,SRPT,Sarepta Therapeutics Inc,Common stocks,Mid cap,Health Care,"$9,382,201,723",0.00%,USA,Analyze,a8691c56-dde1-40f1-817e-7de60a902a87
597,JAZZ,Jazz Pharmaceuticals Plc,Common stocks,Mid cap,Health Care,"$9,360,137,945",0.00%,USA,Analyze,29779dad-d467-4487-8700-e2bcee5db258
598,LII,Lennox International Inc,Common stocks,Mid cap,Industrials,"$9,328,898,919",1.49%,USA,Analyze,3fdaef19-41a6-4e9b-8c70-bd7c1e48b261
599,RGA,Reinsurance Group Of America Inc,Common stocks,Mid cap,Financials,"$9,316,938,261",2.13%,USA,Analyze,5bd283d4-3a67-4765-ac91-97c25e21d8be
600,CCK,Crown Holdings Inc,Common stocks,Mid cap,Materials,"$9,309,022,176",1.13%,USA,Analyze,8470b7b9-1d68-4f8c-b2ed-1b21610d5780
601,MTN,Vail Resorts Inc,Common stocks,Mid cap,Consumer Discretionary,"$9,284,812,664",2.84%,USA,Analyze,c5a9efd4-876c-47e4-ba86-e283b9de233a
602,DECK,Deckers Outdoor Corp,Common stocks,Mid cap,Consumer Discretionary,"$9,282,964,029",0.00%,USA,Analyze,77808ad6-b902-4759-9869-ed1dde8f37ef
603,LSI,"Life Storage, Inc",REITs,Mid cap,Real Estate,"$9,281,733,115",3.76%,USA,Analyze,9df1c597-a0a8-4414-bfea-2fd98b5702e0
604,SNX,Synnex Corp,Common stocks,Mid cap,Information Technology,"$9,273,171,755",1.23%,USA,Analyze,ad3c6497-632d-466f-8af7-cc1afaea6949
605,PSTG,Pure Storage Inc Class A,Common stocks,Mid cap,Information Technology,"$9,251,518,816",0.00%,USA,Analyze,149f9f07-cb58-429f-a13c-6fedebc96b3d
606,BKI,Black Knight,Common stocks,Mid cap,Information Technology,"$9,161,893,168",0.00%,USA,Analyze,00589ac3-0b7d-4afe-a6e7-909ff4cd0f99
607,DOCU,Docusign Inc.,Common stocks,Mid cap,Information Technology,"$9,135,455,830",0.00%,USA,Analyze,efc990f3-ac30-4a4e-8a90-bd1c63501983
608,COIN,Coinbase Class A,Common stocks,Mid cap,Financials,"$9,107,014,860",0.00%,USA,Analyze,aedbcff3-1e3c-469b-9594-44cffed43404
609,AOS,A O Smith Corp,Common stocks,Mid cap,Industrials,"$9,056,533,241",1.91%,USA,Analyze,b7723e24-4fcd-43ed-ade2-beab34ba5c9d
610,NOV,National Oilwell Varco Inc,Common stocks,Mid cap,Energy,"$8,991,305,512",0.87%,USA,Analyze,8f97eb60-9f41-40a4-87c7-9e93afb37705
611,STOR,STORE Capital Corporation,REITs,Mid cap,Real Estate,"$8,966,793,481",4.84%,USA,Analyze,2a981efc-610f-4143-b2fb-b411659ba5a3
612,CASY,Caseys General Stores Inc,Common stocks,Mid cap,Consumer Staples,"$8,908,808,476",0.61%,USA,Analyze,bbbe8161-6d98-4158-b811-212d92230264
613,UHS,Universal Health Services Inc.,Common stocks,Mid cap,Health Care,"$8,887,776,694",0.66%,USA,Analyze,24379325-6c9c-45c1-8861-651cf592603f
614,TWLO,Twilio Inc Class A,Common stocks,Mid cap,Information Technology,"$8,850,051,137",0.00%,USA,Analyze,2bee019d-7fb4-40e4-9adb-580a58c136a9
615,PAG,Penske Automotive Group Inc,Common stocks,Mid cap,Consumer Discretionary,"$8,842,341,579",1.66%,USA,Analyze,cf162685-0210-4753-9da1-9fb4181b1d91
616,PFGC,Performance Food Group,Common stocks,Mid cap,Consumer Staples,"$8,758,166,862",0.00%,USA,Analyze,fbff13ea-da42-4b01-bcda-567defd8d010
617,CBSH,Commerce Bancshares Inc,Common stocks,Mid cap,Financials,"$8,697,221,776",1.45%,USA,Analyze,f2395b08-509d-4082-956a-49a68c4448a2
618,FRT,Federal Realty Investment Trust,REITs,Mid cap,Real Estate,"$8,695,098,917",2.98%,USA,Analyze,7fb8c0ba-8425-46cd-9300-10f2a4c216ab
619,FIVE,Five Below Inc,Common stocks,Mid cap,Consumer Discretionary,"$8,672,999,063",0.00%,USA,Analyze,64ea6264-bfa8-40d8-9a20-2e352428e2f1
620,JBL,Jabil Inc,Common stocks,Mid cap,Information Technology,"$8,669,377,587",0.50%,USA,Analyze,861a6dca-667e-4842-b917-0772034531f5
621,RHI,Robert Half,Common stocks,Mid cap,Industrials,"$8,635,398,480",2.08%,USA,Analyze,4621bd37-ce42-46ba-a5db-5698825a151b
622,FFIV,F5 Networks Inc,Common stocks,Mid cap,Information Technology,"$8,621,031,815",0.00%,USA,Analyze,bf8ad63a-3486-4f81-84ea-39d7ad871edf
623,TTEK,Tetra Tech Inc,Common stocks,Mid cap,Industrials,"$8,616,173,342",0.53%,USA,Analyze,d1f38290-77fb-467e-b23d-b65b1db0ff17
624,CGNX,Cognex Corp,Common stocks,Mid cap,Information Technology,"$8,613,652,067",0.52%,USA,Analyze,4e1b94da-4c27-4c59-ab24-a3e88643610a
625,WSM,Williams Sonoma Inc,Common stocks,Mid cap,Consumer Discretionary,"$8,586,419,532",2.35%,USA,Analyze,33237087-5a94-4dee-9ba3-e5c8ddf3e630
626,ALLY,Ally Financial Inc,Common stocks,Mid cap,Financials,"$8,565,193,092",4.12%,USA,Analyze,71caa463-036d-40f6-b86d-a37467e994bd
627,SBNY,Signature Bank,Common stocks,Mid cap,Financials,"$8,545,556,812",1.58%,USA,Analyze,23bfe633-f19f-47f6-8ee7-29d83302c3c8
628,OC,Owens Corning,Common stocks,Mid cap,Industrials,"$8,538,167,933",1.52%,USA,Analyze,5919bced-c2cd-4baf-9ccf-698a3ce47e3f
629,LSCC,Lattice Semiconductor Corp,Common stocks,Mid cap,Information Technology,"$8,530,578,176",0.00%,USA,Analyze,06d162bd-1577-4d99-8168-03d506de5c8a
630,IVZ,Invesco Ltd,Common stocks,Mid cap,Financials,"$8,527,211,400",3.85%,USA,Analyze,8e42299a-78cf-4d8c-b322-3974b9e3a700
631,DISH,Dish Network Corp Class A,Common stocks,Mid cap,Communication Services,"$8,523,141,524",0.00%,USA,Analyze,9e7c78d0-9373-4599-aa3d-3c51a09e79bf
632,LEA,Lear Corp,Common stocks,Mid cap,Consumer Discretionary,"$8,509,443,886",2.12%,USA,Analyze,298b527c-0434-4745-b59f-356d9d0b1c48
633,KNX,Knight Transportation Inc,Common stocks,Mid cap,Industrials,"$8,473,500,080",0.87%,USA,Analyze,72829c64-5223-4ead-89e1-b6ba9fe264c0
634,UNM,Unum Group,Common stocks,Mid cap,Financials,"$8,451,008,752",2.93%,USA,Analyze,5df58910-ec1d-4183-82e5-f71faee130f6
635,RRX,Regal Rexnord Corporation,Common stocks,Mid cap,Industrials,"$8,442,221,121",1.06%,USA,Analyze,42ede94c-82fe-47fc-a3c4-2c8f183c5fcb
636,FBHS,Fortune Brands Home And Security,Common stocks,Mid cap,Industrials,"$8,424,251,730",1.66%,USA,Analyze,c427c262-ad3f-46e8-8726-ae0babc1ea25
637,G,Genpact Ltd,Common stocks,Mid cap,Information Technology,"$8,420,068,645",1.05%,USA,Analyze,c05e3ee1-be34-4180-9ec6-37befe88f883
638,LECO,Lincoln Electric Holdings Inc,Common stocks,Mid cap,Industrials,"$8,418,258,720",1.53%,USA,Analyze,3947ef68-9028-48be-8c2b-112c807e6ef6
639,FND,Floor Decor Holdings Inc,Common stocks,Mid cap,Consumer Discretionary,"$8,416,189,077",0.00%,USA,Analyze,f20a7568-900c-4252-952d-d80b8a615892
640,U,Unity Software Inc.,Common stocks,Mid cap,Information Technology,"$8,359,050,779",0.00%,USA,Analyze,b55c599e-68f1-438e-9f8e-f27057c84046
641,HAS,Hasbro Inc,Common stocks,Mid cap,Consumer Discretionary,"$8,340,687,672",4.54%,USA,Analyze,24d7c10d-ae7d-4f7c-b031-12b2cfb53424
642,JEF,Jefferies Financial Group Inc,Common stocks,Mid cap,Financials,"$8,319,430,846",3.92%,USA,Analyze,0201a0f9-0475-450e-91ff-07423cb4c588
643,LAMR,Lamar Advertising Company Class A,REITs,Mid cap,Real Estate,"$8,314,455,323",4.64%,USA,Analyze,43baaa97-06e3-4054-93a4-7f10b13941eb
644,Z,Zillow Group Inc Class C,Common stocks,Mid cap,Real Estate,"$8,269,389,966",0.00%,USA,Analyze,e4a2b545-0cee-4b02-ae63-30e805e000c3
645,ZG,Zillow Group Inc Class A,Common stocks,Mid cap,Real Estate,"$8,269,389,966",0.00%,USA,Analyze,109db91b-4709-4548-9161-75b518490a29
646,CHDN,Churchill Downs Inc,Common stocks,Mid cap,Consumer Discretionary,"$8,236,199,834",0.30%,USA,Analyze,c67b0ace-b821-4328-b12d-15d14746035f
647,PNW,Pinnacle West Corp,Common stocks,Mid cap,Utilities,"$8,213,978,738",5.74%,USA,Analyze,714ea627-8c48-48a7-ac76-95437a39118e
648,WYNN,Wynn Resorts Ltd,Common stocks,Mid cap,Consumer Discretionary,"$8,188,532,568",0.00%,USA,Analyze,8920d6e3-bb16-400a-9540-24cdabd7f5c5
649,WHR,Whirlpool Corp,Common stocks,Mid cap,Consumer Discretionary,"$8,152,685,676",4.38%,USA,Analyze,848b2ccc-e318-4d05-96be-2228a94800de
650,OLN,Olin Corp,Common stocks,Mid cap,Materials,"$8,146,430,585",1.34%,USA,Analyze,8e92fc90-1c03-4243-93e1-8dac20e5da2d
651,WAL,Western Alliance,Common stocks,Mid cap,Financials,"$8,137,911,888",1.87%,USA,Analyze,4494a646-de1a-4815-ad92-947478adbf5c
652,NNN,"National Retail Properties, Inc",REITs,Mid cap,Real Estate,"$8,125,192,588",4.66%,USA,Analyze,0d45bda5-60a8-463e-ae7d-7f8ea5ea6ce3
653,IBKR,Interactive Brokers Group Inc,Common stocks,Mid cap,Financials,"$8,079,574,734",0.51%,USA,Analyze,8ff64d6f-e328-499c-815d-7a024c3fe6ef
654,CTLT,Catalent Inc,Common stocks,Mid cap,Health Care,"$8,078,565,510",0.00%,USA,Analyze,072c348d-44fa-49c7-b1b4-9d999d2ff302
655,SEIC,SEI Investments,Common stocks,Mid cap,Financials,"$8,077,574,297",1.33%,USA,Analyze,1f9ffa11-9197-4675-b144-d826daa571fc
656,ZION,Zions Bancorporation,Common stocks,Mid cap,Financials,"$8,059,908,408",2.90%,USA,Analyze,e7558ee9-14ba-4085-a31a-ad9f9af21340
657,COLD,Americold Realty Trust,REITs,Mid cap,Real Estate,"$7,971,524,902",1.48%,USA,Analyze,6ac836fc-9f24-4e5a-9a5d-e70dffb7a879
658,NVCR,Novocure Ltd,Common stocks,Mid cap,Health Care,"$7,934,226,199",0.00%,USA,Analyze,4d591f16-7f0a-4fe7-a369-5346a61c0dfb
659,HR,Healthcare Realty Trust Incorporated,REITs,Mid cap,Real Estate,"$7,881,174,015",4.44%,USA,Analyze,dd8e57bd-6206-4bed-a3e9-9967c6fdb3ce
660,TPR,Tapestry,Common stocks,Mid cap,Consumer Discretionary,"$7,876,297,759",3.19%,USA,Analyze,7f563a39-213b-4087-97f2-8186a20a2a7a
661,BBWI,"Bath & Body Works, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$7,862,927,700",2.16%,USA,Analyze,2ed28944-681e-4c46-b56f-fbea20d7f140
662,RNR,Renaissancere Holding Ltd,Common stocks,Mid cap,Financials,"$7,848,859,444",0.82%,USA,Analyze,2ee3df82-1c8f-4917-8a37-5ca0cb51dcfb
